variable,count,mean,std,min,25%,50%,75%,max,original
dummy1,10.0,0.00467149744626706,0.0077811999025634545,-0.0081573663328204,-0.00048322500892072505,0.00464982622713375,0.007845972488623551,0.0176362135440911,0.0080562612148528
dummy2,10.0,0.00311463920542115,0.011669035278600338,-0.0111767151586928,-0.0036376594122189752,-0.00022207367964569995,0.00728729133960465,0.0304467010538178,0.0114444405811844
x1,10.0,2.0424305476335265,9.42669644494249,-3.913719335269152,-2.384646205905011,-0.30773455548009454,1.2759519440974738,28.206511536756125,28.206511536756125
x2,10.0,6.639135055515514,24.991062224393527,-16.006973079026302,-4.449993949101508,1.857474865377321,4.96537342491125,75.05066218220972,75.05066218220972
x3,10.0,1.7465464464389875,5.715584862214974,-1.3037393348197572,-0.8110454956059338,-0.08459032412701861,1.093584909081996,17.749701403303412,17.749701403303412
